SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1,-122.2839074,47.71736902,2019,271000,271840,E769151,Matched,Intersection,36802,SAND POINT WAY NE AND NE 123RD ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,2018/02/14 00:00:00+00,2/14/2018 8:10:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3735954,47.66220234,2020,152200,152220,3592507,Unmatched,Intersection,25459,14TH AVE NW AND NW 46TH ST, ,,1,Property Damage Only Collision,,2,0,0,0,2013/08/09 00:00:00+00,08-09-2013,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N
1,-122.2849304,47.67669353,2022,164400,164420,3503199,Matched,Block,,40TH AVE NE BETWEEN NE 65TH ST AND NE 68TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2014/03/16 00:00:00+00,3/16/2014 5:00:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.341692,47.6339689,2023,86400,86400,3285929,Matched,Block,,HAYES ST BETWEEN DEXTER AVE N AND 8TH AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/12/22 00:00:00+00,12/22/2008 8:00:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Snowing,Snow/Slush,Other,,8357017,,32,One parked--one moving,0,0,N
1,-122.3347871,47.73231483,2024,125800,125800,3207769,Matched,Block,,N 143RD ST BETWEEN WAYNE PL N AND MERIDIAN AVE N,,,1,Property Damage Only Collision,Other,1,0,0,1,2011/10/29 00:00:00+00,10/29/2011 12:01:00 AM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Unknown,Unknown,Unknown,,11302017,,51,Other object,0,0,N
1,-122.3592773,47.53369007,2025,232200,232600,3731531,Matched,Intersection,33985,20TH AVE SW AND SW HOLDEN ST, ,,1,Property Damage Only Collision,Other,1,0,0,1,2016/12/09 00:00:00+00,12-09-2016 01:05,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Snowing,Snow/Slush,Dark - Street Lights On,,,Y,50,Fixed object,0,0,N
2,-122.3894387,47.5720415,2026,120700,120700,3553807,Matched,Intersection,31951,45TH AVE SW AND SW SPOKANE ST,,,2,Injury Collision,Angles,4,0,0,2,2011/10/04 00:00:00+00,10-04-2011,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,11277011,,10,Entering at angle,0,0,N
1,-122.2879028,47.69743858,2027,246400,246980,E704140,Matched,Block,,NE 95TH ST BETWEEN 35TH AVE NE AND 40TH AVE NE, ,,1,Property Damage Only Collision,Other,0,0,0,1,2017/08/23 00:00:00+00,8/23/2017 11:53:00 AM,Mid-Block (not related to intersection),48,DRIVERLESS VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Daylight,,,,50,Fixed object,0,0,N
1,-122.2518317,47.50539748,2028,155900,155920,3643642,Matched,Block,,S HAZEL ST BETWEEN 65TH AVE S AND 66TH AVE S, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/10/26 00:00:00+00,10/26/2013 4:12:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,Y,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
2,-122.3304653,47.54438649,2029,240400,240840,E648446,Matched,Block,,EAST MARGINAL WAY S BETWEEN S MICHIGAN ST AND 4TH AVE S, ,,2,Injury Collision,Rear Ended,3,0,0,2,2017/03/03 00:00:00+00,03-03-2017 13:45,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3762157,47.66789134,2030,119400,119400,3377147,Matched,Intersection,25425,15TH AVE NW AND NW 54TH ST,,,2,Injury Collision,Pedestrian,3,1,0,1,2011/08/28 00:00:00+00,8/28/2011 7:27:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,,11240001,,0,Vehicle going straight hits pedestrian,0,0,N
1,-122.3372165,47.60576386,2031,225400,225720,E570575,Matched,Block,,1ST AVE BETWEEN SPRING ST AND SENECA ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2016/08/04 00:00:00+00,08-04-2016 03:30,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
1,-122.3120793,47.68304587,2032,134200,134200,3609206,Matched,Intersection,24426,15TH AVE NE AND NE 75TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2012/12/19 00:00:00+00,12/19/2012 2:50:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Unknown,,12354015,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3443437,47.57156002,2033,108200,108200,3374089,Matched,Block,,S SPOKANE ST BETWEEN SW SPOKANE ST AND S SPOKANE NR ST,,,2,Injury Collision,Right Turn,3,0,0,2,2010/09/28 00:00:00+00,9/28/2010 7:42:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,10271016,,16,From same direction - one right turn - one straight,0,0,N
1,-122.3256506,47.52267084,2034,168400,168420,3570951,Matched,Block,,7TH AVE S BETWEEN S HENDERSON ST AND S DIRECTOR W ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2014/05/10 00:00:00+00,05-10-2014 19:27,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dusk,,,,15,From same direction - one left turn - one straight,0,0,N
1,-122.2791224,47.51524989,2035,116500,116500,3281961,Matched,Block,,M L KING JR WR WAY S BETWEEN MERTON WAY S AND S NORFOLK ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2010/02/12 00:00:00+00,02-12-2010 18:50,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Dark - Street Lights On,,10043025,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3328992,47.61110909,2036,144300,144300,3549114,Matched,Block,,7TH AVE BETWEEN UNION ST AND PIKE ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/03/13 00:00:00+00,3/13/2013 8:03:00 AM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,13072024,,71,Same direction -- both turning right -- both moving -- sideswipe,0,0,N
2,-122.3167334,47.61288924,2037,231300,231700,E609707,Matched,Intersection,29761,12TH AVE AND E MADISON ST, ,,2,Injury Collision,Left Turn,4,0,0,4,2016/11/13 00:00:00+00,11/13/2016 4:40:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.2965188,47.73378577,2038,90600,90600,2859995,Matched,Intersection,35990,30TH AVE NE AND NE 145TH ST,,,2,Injury Collision,Left Turn,3,0,0,2,2008/01/15 00:00:00+00,1/15/2008 2:55:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,8015045,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3751005,47.57608843,2040,137100,137100,3505301,Matched,Intersection,351696,34TH AVE SW AND SW ADMIRAL WAY,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2012/10/08 00:00:00+00,10-08-2012 16:05,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,12282004,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3391749,47.69415522,2041,265400,266200,3754129,Matched,Intersection,37351,ASHWORTH AVE N AND N 90TH ST, ,,1,Property Damage Only Collision,Angles,5,0,0,2,2018/01/13 00:00:00+00,1/13/2018 7:58:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,10,Entering at angle,0,0,N
1,-122.3297765,47.60937181,2042,177200,177220,3588651,Matched,Intersection,29916,8TH AVE AND SENECA ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2014/10/13 00:00:00+00,10/13/2014 12:14:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3209231,47.65202595,2043,203200,203340,3707999,Matched,Block,,UNIVERSITY BR BETWEEN FUHRMAN AVE E AND POINT A, ,,2,Injury Collision,Cycles,1,0,1,0,2015/09/25 00:00:00+00,9/25/2015 7:41:00 AM,Mid-Block (not related to intersection),69,PEDALCYCLIST OVERTURNED IN ROAD,,N,Raining,Wet,Dawn,,,,45,Vehicle - Pedalcyclist,15469,0,N
1,-122.3139567,47.61400479,2044,179700,179760,3626255,Matched,Block,,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2014/11/15 00:00:00+00,11/15/2014 4:20:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2668613,47.53352947,2045,149600,149620,3615177,Matched,Block,,SEWARD PARK AVE S BETWEEN S FONTANELLE PL AND S KENYON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/07/03 00:00:00+00,07-03-2013 10:00,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
2,-122.2850606,47.60916148,2046,92900,92900,2621220,Matched,Block,,E COLUMBIA ST BETWEEN RANDOLPH PL AND 38TH AVE,,,2,Injury Collision,Parked Car,2,0,0,2,2008/01/05 00:00:00+00,01-05-2008,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,1,Clear,Dry,Dark - Street Lights On,,8005023,,32,One parked--one moving,0,0,N
1,-122.2908347,47.72280785,2047,168000,168020,3702955,Matched,Block,,35TH AVE NE BETWEEN NE 130TH S ST AND NE 130TH N ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2014/05/11 00:00:00+00,05-11-2014 08:04,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3319657,47.60253667,2048,106100,106100,3200579,Matched,Block,,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,,,1,Property Damage Only Collision,Angles,2,0,0,2,2009/04/28 00:00:00+00,4/28/2009 10:34:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,9118020,,10,Entering at angle,0,0,N
1,-122.3610919,47.53795417,2049,209900,210120,E494867,Matched,Intersection,33963,DELRIDGE WAY SW AND SW ORCHARD ST, ,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,2015/12/17 00:00:00+00,12/17/2015 12:21:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Daylight,,,,71,Same direction -- both turning right -- both moving -- sideswipe,0,0,N
1,-122.307864,47.69985238,2050,68700,68700,C694977,Matched,Block,,19TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/10/22 00:00:00+00,10/22/2007 11:00:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Unknown,,7295044,,32,One parked--one moving,0,0,N
1,-122.354948,47.55610065,2051,143400,143400,3465554,Matched,Intersection,33054,16TH AVE SW AND SW DAWSON ST, ,,1,Property Damage Only Collision,Head On,2,0,0,2,2013/02/27 00:00:00+00,2/27/2013 11:27:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,13058032,,30,From opposite direction - all others,0,0,N
2,-122.3033182,47.70027141,2052,114200,114200,3565457,Matched,Intersection,37713,LAKE CITY WAY NE AND NE 98TH ST,,,2,Injury Collision,Left Turn,3,0,0,2,2010/11/11 00:00:00+00,11-11-2010 16:48,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,10315017,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.332599,47.61329522,2053,103700,103700,3287470,Matched,Block,,PINE ST BETWEEN 8TH AVE AND 9TH AVE,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2009/07/02 00:00:00+00,07-02-2009,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Unknown,,9183033,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3551649,47.51736038,2054,270200,271000,3742044,Matched,Intersection,35058,DELRIDGE WAY SW AND SW ROXBURY ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2018/02/12 00:00:00+00,02-12-2018 09:34,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.292342,47.73102707,2055,152600,152620,3641986,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 140TH ST AND NE 143RD ST, ,,2,Injury Collision,Left Turn,2,0,0,2,2013/08/15 00:00:00+00,8/15/2013 5:07:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3207279,47.661319,2056,130200,130200,3562005,Matched,Intersection,27070,7TH AVE NE AND NE 45TH ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,2011/10/14 00:00:00+00,10/14/2011 4:25:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,,11287002,,0,Vehicle going straight hits pedestrian,0,524682,N
2,-122.2965188,47.73378577,2058,238500,238940,E644775,Matched,Intersection,35990,30TH AVE NE AND NE 145TH ST, ,,2,Injury Collision,Angles,0,0,0,2,2017/02/18 00:00:00+00,2/18/2017 4:20:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3006161,47.66797835,2059,131400,131400,3546036,Matched,Intersection,25940,25TH AVE NE AND NE 54TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2012/02/16 00:00:00+00,2/16/2012 7:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,12047009,,10,Entering at angle,0,0,N
2,-122.3342121,47.54937951,2060,77400,77400,2609443,Matched,Block,,1ST AVE S BETWEEN S FIDALGO ST AND EAST MARGINAL WAY S,,,2,Injury Collision,Parked Car,2,0,0,2,2007/09/27 00:00:00+00,9/27/2007 12:24:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,7270004,,32,One parked--one moving,0,0,N
1,-122.355974,47.69059894,2061,209500,209720,3775897,Matched,Block,,N 85TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2015/12/04 00:00:00+00,12-04-2015 06:40,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Wet,Dawn,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3387252,47.64920736,2062,176900,176920,3587115,Matched,Intersection,26901,WOODLAWN AVE N AND N 35TH ST, ,,2,Injury Collision,Angles,2,0,0,2,2014/10/03 00:00:00+00,10-03-2014 08:19,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3130845,47.59791265,2063,119600,119600,3566031,Matched,Block,,RAINIER AVE S BETWEEN S KING ST AND S WELLER ST,,,2,Injury Collision,Sideswipe,3,0,0,2,2011/09/30 00:00:00+00,9/30/2011 3:52:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,11273020,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.2987762,47.59206358,2065,134900,134900,3559725,Matched,Block,,S JUDKINS ST BETWEEN 26TH W AVE S AND 26TH E AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2012/06/23 00:00:00+00,6/23/2012 10:15:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Unknown,Unknown,Dark - Street Lights On,,12175023,,32,One parked--one moving,0,0,N
1,-122.2710831,47.66996484,2066,109700,109700,3565428,Matched,Intersection,26122,SAND POINT WAY NE AND NE WINDERMERE RD,,,1,Property Damage Only Collision,Angles,5,0,0,2,2010/10/13 00:00:00+00,10/13/2010 8:58:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,10286019,,10,Entering at angle,0,0,N
2,-122.3088425,47.61613523,2067,191500,191580,E412619,Matched,Intersection,30124,18TH AVE AND E MADISON ST, ,,2,Injury Collision,Angles,0,0,0,2,2015/03/31 00:00:00+00,3/31/2015 5:18:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3073025,47.72933513,2069,251300,251900,E723360,Matched,Block,,20TH AVE NE BETWEEN NE 137TH ST AND NE 140TH ST, ,,1,Property Damage Only Collision,Right Turn,0,0,0,2,2017/10/03 00:00:00+00,10-03-2017 08:24,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,16,From same direction - one right turn - one straight,0,0,N
2,-122.3427055,47.64997533,2070,90900,90900,3284324,Matched,Block,,STONE WAY N BETWEEN N 35TH ST AND N 36TH ST,,,2,Injury Collision,Rear Ended,5,0,0,3,2008/12/06 00:00:00+00,12-06-2008,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Overcast,Dry,Daylight,,8341012,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.311909,47.56262085,2071,246300,246880,3764447,Matched,Block,,S COLUMBIAN WAY BETWEEN 16TH AVE S AND VETRN HOSPITAL DR, ,,2,Injury Collision,Rear Ended,2,0,0,2,2017/07/31 00:00:00+00,7/31/2017 7:20:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2699832,47.52617082,2072,155400,155420,3582653,Matched,Intersection,35427,RAINIER AVE S AND S CLOVERDALE ST, ,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2013/10/12 00:00:00+00,10-12-2013 22:03,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.268751,47.56409604,2073,200900,201040,3725826,Matched,Block,,LAKE WASHINGTON BLVD S BETWEEN S ADAMS ST AND S GENESEE WAY, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2015/08/25 00:00:00+00,8/25/2015 8:18:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dusk,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.2892436,47.56794838,2074,238100,238540,E644559,Matched,Intersection,32690,RAINIER AVE S AND S ANDOVER ST, ,,2,Injury Collision,Pedestrian,0,1,0,1,2017/02/15 00:00:00+00,2/15/2017 12:47:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Raining,Wet,Daylight,,,,2,Vehicle turning left hits pedestrian,0,523179,N
1,-122.3505655,47.53297486,2075,223300,223580,3780929,Matched,Block,,12TH AVE SW BETWEEN SW HOLDEN ST AND SW KENYON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2016/07/11 00:00:00+00,07-11-2016 23:24,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
1,-122.2700209,47.51715141,2076,150800,150820,E213705,Matched,Intersection,35485,51ST AVE S AND RENTON AVE S, ,,1,Property Damage Only Collision,Angles,0,0,0,2,2012/12/16 00:00:00+00,12/16/2012 12:40:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,,,,10,Entering at angle,0,0,N
1,-122.3890119,47.58745219,2077,67800,67800,C690202,Matched,Block,,45TH AVE SW BETWEEN SW MASSACHUSETTS ST AND SW HOLGATE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/08/04 00:00:00+00,08-04-2007,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,7216039,,20,One car leaving parked position,0,0,N
1,,,2078,185600,185680,3733319,Matched,Alley,,, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2015/02/13 00:00:00+00,2/13/2015 7:00:00 PM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3304471,47.5451091,2079,99800,99800,3198152,Matched,Block,,S MICHIGAN ST BETWEEN EAST MARGINAL WAY S AND 4TH AVE S,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2009/09/14 00:00:00+00,9/14/2009 4:50:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,9257009,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3076226,47.60802107,2081,144200,144200,3605880,Matched,Intersection,30177,19TH AVE AND E CHERRY ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,2013/03/12 00:00:00+00,03-12-2013 09:40,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Overcast,Dry,Daylight,,13071005,,10,Entering at angle,0,0,N
